id	title	description	price	condition	link	availability	image_link	brand	gtin	mpn	google_product_category	product_type	shipping_weight	shipping_length	shipping_width	shipping_height	item_group_id	additional_image_link	age_group	gender	material	pattern	color	size
tin-gold-500	Business Card Tins - Gold (500 units)	Luxurious gold aluminum business card tins with custom vinyl stickers - premium and elegant. 500 unit order. Contact us at order@buyprintz.com or 617-505-0603.	950.00	new	https://buyprintz.com/business-card-tins	in_stock	https://buyprintz.com/assets/images/gold tins-buyprintz.jpg	BuyPrintz		BP-TIN-GOLD-500	Office Products > Office Supplies > Paper Products > Business Cards	Business Card Tins	12.5	4	3	5	business-card-tins		adult	unisex	Premium Gold Aluminum		Gold	Custom
tent-canopy-only	10x10 Complete Tent (Canopy Only)	Complete tent package with frame and canopy. Perfect starter option with professional aluminum frame and custom dye sublimated canopy graphics. Starting at $325. Contact us at order@buyprintz.com or 617-505-0603.	325.00	new	https://buyprintz.com/tradeshow-tents	in_stock	https://buyprintz.com/assets/images/Tent_only-buyprintz.jpg	BuyPrintz		BP-TENT-10X10-CANOPY	Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Tents & Shelters > Tents	Trade Show Tent	51	120	120	137	tradeshow-tents		adult	unisex	6oz Tent Fabric (600x600 denier)		White	10x10
tent-with-walls	10x10 Complete Tent + Walls	Complete tent with frame, canopy, and wall options. Enhanced coverage with sidewalls and/or backwall for maximum branding and protection. Up to $900 depending on configuration. Contact us at order@buyprintz.com or 617-505-0603.	900.00	new	https://buyprintz.com/tradeshow-tents	in_stock	https://buyprintz.com/assets/images/tent_complete-buyprintz.jpg	BuyPrintz		BP-TENT-10X10-WALLS	Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Tents & Shelters > Tents	Trade Show Tent	58	120	120	137	tradeshow-tents		adult	unisex	6oz Tent Fabric (600x600 denier)		White	10x10
tinskinz-abstract-1	TinSkinz Abstract 1	Pre-designed tin with abstract art design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Abstract 1_Front.png	TinSkinz		TS-ABSTRACT-1	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-abstract-art	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Abstract 1_Back.png	adult	unisex	Aluminum	Abstract Art	Multi	Standard
tinskinz-abstract-2	TinSkinz Abstract 2	Pre-designed tin with abstract art design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Abstract 2_Front.png	TinSkinz		TS-ABSTRACT-2	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-abstract-art	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Abstract 2_Back.png	adult	unisex	Aluminum	Abstract Art	Multi	Standard
tinskinz-abstract-3	TinSkinz Abstract 3	Pre-designed tin with abstract art design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Abstract 3_Front.png	TinSkinz		TS-ABSTRACT-3	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-abstract-art	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Abstract 3_Back.png	adult	unisex	Aluminum	Abstract Art	Multi	Standard
tinskinz-abstract-4	TinSkinz Abstract 4	Pre-designed tin with abstract art design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Abstract 4_Front.png	TinSkinz		TS-ABSTRACT-4	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-abstract-art	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Abstract 4_Back.png	adult	unisex	Aluminum	Abstract Art	Multi	Standard
tinskinz-abstract-5	TinSkinz Abstract 5	Pre-designed tin with abstract art design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Abstract 5_Front.png	TinSkinz		TS-ABSTRACT-5	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-abstract-art	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Abstract 5_Back.png	adult	unisex	Aluminum	Abstract Art	Multi	Standard
tinskinz-abstract-6	TinSkinz Abstract 6	Pre-designed tin with abstract art design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Abstract 6_Front.png	TinSkinz		TS-ABSTRACT-6	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-abstract-art	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Abstract 6_Back.png	adult	unisex	Aluminum	Abstract Art	Multi	Standard
tinskinz-abstract-9	TinSkinz Abstract 9	Pre-designed tin with abstract art design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Abstract 9_Front.png	TinSkinz		TS-ABSTRACT-9	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-abstract-art	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Abstract 9_Back.png	adult	unisex	Aluminum	Abstract Art	Multi	Standard
tinskinz-abstract-10	TinSkinz Abstract 10	Pre-designed tin with abstract art design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Abstract 10_Front.png	TinSkinz		TS-ABSTRACT-10	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-abstract-art	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Abstract 10_Back.png	adult	unisex	Aluminum	Abstract Art	Multi	Standard
tinskinz-abstract-11	TinSkinz Abstract 11	Pre-designed tin with abstract art design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Abstract 11_Front.png	TinSkinz		TS-ABSTRACT-11	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-abstract-art	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Abstract 11_Back.png	adult	unisex	Aluminum	Abstract Art	Multi	Standard
tinskinz-abstract-12	TinSkinz Abstract 12	Pre-designed tin with abstract art design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Abstract 12_Front.png	TinSkinz		TS-ABSTRACT-12	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-abstract-art	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Abstract 12_Back.png	adult	unisex	Aluminum	Abstract Art	Multi	Standard
tinskinz-abstract-16	TinSkinz Abstract 16	Pre-designed tin with abstract art design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Abstract 16_Front.png	TinSkinz		TS-ABSTRACT-16	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-abstract-art	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Abstract 16_Back.png	adult	unisex	Aluminum	Abstract Art	Multi	Standard
tinskinz-abstract-17	TinSkinz Abstract 17	Pre-designed tin with abstract art design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Abstract 17_Front.png	TinSkinz		TS-ABSTRACT-17	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-abstract-art	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Abstract 17_Back.png	adult	unisex	Aluminum	Abstract Art	Multi	Standard
tinskinz-cancer	TinSkinz Cancer	Pre-designed tin with zodiac design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Zodiac/Zodiac/Cancer_Front.png	TinSkinz		TS-CANCER	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-zodiac	https://buyprintz.com/assets/tin-skinz/designs/Zodiac/Zodiac/Cancer_Back.png	adult	unisex	Aluminum	Zodiac	Multi	Standard
tinskinz-taurus	TinSkinz Taurus	Pre-designed tin with zodiac design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Zodiac/Zodiac/Taurus_Front.png	TinSkinz		TS-TAURUS	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-zodiac	https://buyprintz.com/assets/tin-skinz/designs/Zodiac/Zodiac/Taurus_Back.png	adult	unisex	Aluminum	Zodiac	Multi	Standard
tinskinz-capricornus	TinSkinz Capricorn	Pre-designed tin with zodiac design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Zodiac/Zodiac/Capricorn_Front.png	TinSkinz		TS-CAPRICORNUS	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-zodiac	https://buyprintz.com/assets/tin-skinz/designs/Zodiac/Zodiac/Capricorn_Back.png	adult	unisex	Aluminum	Zodiac	Multi	Standard
tinskinz-pisces	TinSkinz Pisces	Pre-designed tin with zodiac design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Zodiac/Zodiac/Pisces_Front.png	TinSkinz		TS-PISCES	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-zodiac	https://buyprintz.com/assets/tin-skinz/designs/Zodiac/Zodiac/Pisces_Back.png	adult	unisex	Aluminum	Zodiac	Multi	Standard
tinskinz-leo	TinSkinz Leo	Pre-designed tin with zodiac design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Zodiac/Zodiac/Leo_Front.png	TinSkinz		TS-LEO	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-zodiac	https://buyprintz.com/assets/tin-skinz/designs/Zodiac/Zodiac/Leo_Back.png	adult	unisex	Aluminum	Zodiac	Multi	Standard
tinskinz-aquarius	TinSkinz Aquarius	Pre-designed tin with zodiac design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Zodiac/Zodiac/Aquarius_Front.png	TinSkinz		TS-AQUARIUS	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-zodiac	https://buyprintz.com/assets/tin-skinz/designs/Zodiac/Zodiac/Aquarius_Back.png	adult	unisex	Aluminum	Zodiac	Multi	Standard
tinskinz-libra	TinSkinz Libra	Pre-designed tin with zodiac design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Zodiac/Zodiac/Libra_Front.png	TinSkinz		TS-LIBRA	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-zodiac	https://buyprintz.com/assets/tin-skinz/designs/Zodiac/Zodiac/Libra_Back.png	adult	unisex	Aluminum	Zodiac	Multi	Standard
tinskinz-sagittarius	TinSkinz Sagittarius	Pre-designed tin with zodiac design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Zodiac/Zodiac/Sagittarius_Front.png	TinSkinz		TS-SAGITTARIUS	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-zodiac	https://buyprintz.com/assets/tin-skinz/designs/Zodiac/Zodiac/Sagittarius_Back.png	adult	unisex	Aluminum	Zodiac	Multi	Standard
tinskinz-gemini	TinSkinz Gemini	Pre-designed tin with zodiac design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Zodiac/Zodiac/Gemini_Front.png	TinSkinz		TS-GEMINI	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-zodiac	https://buyprintz.com/assets/tin-skinz/designs/Zodiac/Zodiac/Gemini_Back.png	adult	unisex	Aluminum	Zodiac	Multi	Standard
tinskinz-aries	TinSkinz Aries	Pre-designed tin with zodiac design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Zodiac/Zodiac/Aries_Front.png	TinSkinz		TS-ARIES	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-zodiac	https://buyprintz.com/assets/tin-skinz/designs/Zodiac/Zodiac/Aries_Back.png	adult	unisex	Aluminum	Zodiac	Multi	Standard
tinskinz-virgo	TinSkinz Virgo	Pre-designed tin with zodiac design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Zodiac/Zodiac/Virgo_Front.png	TinSkinz		TS-VIRGO	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-zodiac	https://buyprintz.com/assets/tin-skinz/designs/Zodiac/Zodiac/Virgo_Back.png	adult	unisex	Aluminum	Zodiac	Multi	Standard
tinskinz-scorpio	TinSkinz Scorpio	Pre-designed tin with zodiac design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Zodiac/Zodiac/Scorpio_Front.png	TinSkinz		TS-SCORPIO	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-zodiac	https://buyprintz.com/assets/tin-skinz/designs/Zodiac/Zodiac/Scorpio_Back.png	adult	unisex	Aluminum	Zodiac	Multi	Standard
tinskinz-bee	TinSkinz Bee	Pre-designed tin with animals design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Animals/Animals/Bee_Front.png	TinSkinz		TS-BEE	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-animals	https://buyprintz.com/assets/tin-skinz/designs/Animals/Animals/Bee_Back.png	adult	unisex	Aluminum	Animals	Multi	Standard
tinskinz-wolf	TinSkinz Wolf	Pre-designed tin with animals design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Animals/Animals/Wolf_Front.png	TinSkinz		TS-WOLF	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-animals	https://buyprintz.com/assets/tin-skinz/designs/Animals/Animals/Wolf_Back.png	adult	unisex	Aluminum	Animals	Multi	Standard
tinskinz-hummingbird	TinSkinz Hummingbird	Pre-designed tin with animals design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Animals/Animals/Hummingbird_Front.png	TinSkinz		TS-HUMMINGBIRD	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-animals	https://buyprintz.com/assets/tin-skinz/designs/Animals/Animals/Hummingbird_Back.png	adult	unisex	Aluminum	Animals	Multi	Standard
tinskinz-bunny	TinSkinz Bunny	Pre-designed tin with animals design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Animals/Animals/Bunny_Front.png	TinSkinz		TS-BUNNY	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-animals	https://buyprintz.com/assets/tin-skinz/designs/Animals/Animals/Bunny_Back.png	adult	unisex	Aluminum	Animals	Multi	Standard
tinskinz-butterfly	TinSkinz Butterfly	Pre-designed tin with animals design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Animals/Animals/Butterfly_Front.png	TinSkinz		TS-BUTTERFLY	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-animals	https://buyprintz.com/assets/tin-skinz/designs/Animals/Animals/Butterfly_Back.png	adult	unisex	Aluminum	Animals	Multi	Standard
tinskinz-cat	TinSkinz Cat	Pre-designed tin with animals design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Animals/Animals/Cat_Front.png	TinSkinz		TS-CAT	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-animals	https://buyprintz.com/assets/tin-skinz/designs/Animals/Animals/Cat_Back.png	adult	unisex	Aluminum	Animals	Multi	Standard
tinskinz-puppy	TinSkinz Puppy	Pre-designed tin with animals design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Animals/Animals/Puppy_Front.png	TinSkinz		TS-PUPPY	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-animals	https://buyprintz.com/assets/tin-skinz/designs/Animals/Animals/Puppy_Back.png	adult	unisex	Aluminum	Animals	Multi	Standard
tinskinz-horse	TinSkinz Horse	Pre-designed tin with animals design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Animals/Animals/Horse_Front.png	TinSkinz		TS-HORSE	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-animals	https://buyprintz.com/assets/tin-skinz/designs/Animals/Animals/Horse_Back.png	adult	unisex	Aluminum	Animals	Multi	Standard
