id	title	description	price	condition	link	availability	image_link	brand	gtin	mpn	google_product_category	product_type	shipping_weight	shipping_length	shipping_width	shipping_height	item_group_id	additional_image_link	age_group	gender	material	pattern	color	size
tin-gold-500	Business Card Tins - Gold (500 units)	Luxurious gold aluminum business card tins with custom vinyl stickers - premium and elegant. 500 unit order. Contact us at order@buyprintz.com or 617-505-0603.	1050.00	new	https://buyprintz.com/business-card-tins	in_stock	https://buyprintz.com/assets/images/gold tins-buyprintz.jpg	BuyPrintz		BP-TIN-GOLD-500	Office Products > Office Supplies > Paper Products > Business Cards	Business Card Tins	12.5	4	3	5	business-card-tins		adult	unisex	Premium Gold Aluminum		Gold	Custom
tent-canopy-only	10x10 Complete Tent (Canopy Only)	Complete tent package with frame and canopy. Perfect starter option with professional aluminum frame and custom dye sublimated canopy graphics. Starting at $325. Contact us at order@buyprintz.com or 617-505-0603.	325.00	new	https://buyprintz.com/tradeshow-tents	in_stock	https://buyprintz.com/assets/images/Tent_only-buyprintz.jpg	BuyPrintz		BP-TENT-10X10-CANOPY	Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Tents & Shelters > Tents	Trade Show Tent	51	120	120	137	tradeshow-tents		adult	unisex	6oz Tent Fabric (600x600 denier)		White	10x10
tent-with-walls	10x10 Complete Tent + Walls	Complete tent with frame, canopy, and wall options. Enhanced coverage with sidewalls and/or backwall for maximum branding and protection. Up to $900 depending on configuration. Contact us at order@buyprintz.com or 617-505-0603.	900.00	new	https://buyprintz.com/tradeshow-tents	in_stock	https://buyprintz.com/assets/images/tent_complete-buyprintz.jpg	BuyPrintz		BP-TENT-10X10-WALLS	Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Tents & Shelters > Tents	Trade Show Tent	58	120	120	137	tradeshow-tents		adult	unisex	6oz Tent Fabric (600x600 denier)		White	10x10
tinskinz-geometric-1	TinSkinz Geometric 1	Pre-designed tin with abstract art design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 1_Front.png	TinSkinz		TS-GEOMETRIC-1	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-abstract-art	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 1_Back.png	adult	unisex	Aluminum	Abstract Art	Multi	Standard
tinskinz-geometric-2	TinSkinz Geometric 2	Pre-designed tin with abstract art design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 2_Front.png	TinSkinz		TS-GEOMETRIC-2	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-abstract-art	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 2_Back.png	adult	unisex	Aluminum	Abstract Art	Multi	Standard
tinskinz-geometric-3	TinSkinz Geometric 3	Pre-designed tin with abstract art design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 3_Front.png	TinSkinz		TS-GEOMETRIC-3	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-abstract-art	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 3_Back.png	adult	unisex	Aluminum	Abstract Art	Multi	Standard
tinskinz-geometric-4	TinSkinz Geometric 4	Pre-designed tin with abstract art design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 4_Front.png	TinSkinz		TS-GEOMETRIC-4	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-abstract-art	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 4_Back.png	adult	unisex	Aluminum	Abstract Art	Multi	Standard
tinskinz-geometric-5	TinSkinz Geometric 5	Pre-designed tin with abstract art design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 5_Front.png	TinSkinz		TS-GEOMETRIC-5	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-abstract-art	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 5_Back.png	adult	unisex	Aluminum	Abstract Art	Multi	Standard
tinskinz-geometric-6	TinSkinz Geometric 6	Pre-designed tin with abstract art design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 6_Front.png	TinSkinz		TS-GEOMETRIC-6	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-abstract-art	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 6_Back.png	adult	unisex	Aluminum	Abstract Art	Multi	Standard
tinskinz-geometric-7	TinSkinz Geometric 7	Pre-designed tin with abstract art design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 7_Front.png	TinSkinz		TS-GEOMETRIC-7	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-abstract-art	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 7_Back.png	adult	unisex	Aluminum	Abstract Art	Multi	Standard
tinskinz-geometric-8	TinSkinz Geometric 8	Pre-designed tin with abstract art design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 8_Front.png	TinSkinz		TS-GEOMETRIC-8	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-abstract-art	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 8_Back.png	adult	unisex	Aluminum	Abstract Art	Multi	Standard
tinskinz-geometric-9	TinSkinz Geometric 9	Pre-designed tin with abstract art design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 9_Front.png	TinSkinz		TS-GEOMETRIC-9	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-abstract-art	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 9_Back.png	adult	unisex	Aluminum	Abstract Art	Multi	Standard
tinskinz-geometric-10	TinSkinz Geometric 10	Pre-designed tin with abstract art design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 10_Front.png	TinSkinz		TS-GEOMETRIC-10	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-abstract-art	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 10_Back.png	adult	unisex	Aluminum	Abstract Art	Multi	Standard
tinskinz-geometric-11	TinSkinz Geometric 11	Pre-designed tin with abstract art design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 11_Front.png	TinSkinz		TS-GEOMETRIC-11	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-abstract-art	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 11_Back.png	adult	unisex	Aluminum	Abstract Art	Multi	Standard
tinskinz-geometric-12	TinSkinz Geometric 12	Pre-designed tin with abstract art design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 12_Front.png	TinSkinz		TS-GEOMETRIC-12	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-abstract-art	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 12_Back.png	adult	unisex	Aluminum	Abstract Art	Multi	Standard
tinskinz-geometric-13	TinSkinz Geometric 13	Pre-designed tin with abstract art design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 13_Front.png	TinSkinz		TS-GEOMETRIC-13	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-abstract-art	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 13_Back.png	adult	unisex	Aluminum	Abstract Art	Multi	Standard
tinskinz-geometric-14	TinSkinz Geometric 14	Pre-designed tin with abstract art design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 14_Front.png	TinSkinz		TS-GEOMETRIC-14	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-abstract-art	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 14_Back.png	adult	unisex	Aluminum	Abstract Art	Multi	Standard
tinskinz-geometric-15	TinSkinz Geometric 15	Pre-designed tin with abstract art design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 15_Front.png	TinSkinz		TS-GEOMETRIC-15	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-abstract-art	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 15_Back.png	adult	unisex	Aluminum	Abstract Art	Multi	Standard
tinskinz-geometric-16	TinSkinz Geometric 16	Pre-designed tin with abstract art design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 16_Front.png	TinSkinz		TS-GEOMETRIC-16	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-abstract-art	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 16_Back.png	adult	unisex	Aluminum	Abstract Art	Multi	Standard
tinskinz-geometric-17	TinSkinz Geometric 17	Pre-designed tin with abstract art design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 17_Front.png	TinSkinz		TS-GEOMETRIC-17	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-abstract-art	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 17_Back.png	adult	unisex	Aluminum	Abstract Art	Multi	Standard
tinskinz-geometric-18	TinSkinz Geometric 18	Pre-designed tin with abstract art design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 18_Front.png	TinSkinz		TS-GEOMETRIC-18	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-abstract-art	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 18_Back.png	adult	unisex	Aluminum	Abstract Art	Multi	Standard
tinskinz-geometric-19	TinSkinz Geometric 19	Pre-designed tin with abstract art design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 19_Front.png	TinSkinz		TS-GEOMETRIC-19	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-abstract-art	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 19_Back.png	adult	unisex	Aluminum	Abstract Art	Multi	Standard
tinskinz-geometric-20	TinSkinz Geometric 20	Pre-designed tin with abstract art design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 20_Front.png	TinSkinz		TS-GEOMETRIC-20	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-abstract-art	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 20_Back.png	adult	unisex	Aluminum	Abstract Art	Multi	Standard
tinskinz-geometric-21	TinSkinz Geometric 21	Pre-designed tin with abstract art design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 21_Front.png	TinSkinz		TS-GEOMETRIC-21	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-abstract-art	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 21_Back.png	adult	unisex	Aluminum	Abstract Art	Multi	Standard
tinskinz-geometric-22	TinSkinz Geometric 22	Pre-designed tin with abstract art design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 22_Front.png	TinSkinz		TS-GEOMETRIC-22	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-abstract-art	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 22_Back.png	adult	unisex	Aluminum	Abstract Art	Multi	Standard
tinskinz-geometric-23	TinSkinz Geometric 23	Pre-designed tin with abstract art design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 23_Front.png	TinSkinz		TS-GEOMETRIC-23	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-abstract-art	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 23_Back.png	adult	unisex	Aluminum	Abstract Art	Multi	Standard
tinskinz-geometric-24	TinSkinz Geometric 24	Pre-designed tin with abstract art design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 24_Front.png	TinSkinz		TS-GEOMETRIC-24	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-abstract-art	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 24_Back.png	adult	unisex	Aluminum	Abstract Art	Multi	Standard
tinskinz-geometric-25	TinSkinz Geometric 25	Pre-designed tin with abstract art design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 25_Front.png	TinSkinz		TS-GEOMETRIC-25	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-abstract-art	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 25_Back.png	adult	unisex	Aluminum	Abstract Art	Multi	Standard
tinskinz-geometric-26	TinSkinz Geometric 26	Pre-designed tin with abstract art design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 26_Front.png	TinSkinz		TS-GEOMETRIC-26	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-abstract-art	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 26_Back.png	adult	unisex	Aluminum	Abstract Art	Multi	Standard
tinskinz-geometric-27	TinSkinz Geometric 27	Pre-designed tin with abstract art design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 27_Front.png	TinSkinz		TS-GEOMETRIC-27	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-abstract-art	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 27_Back.png	adult	unisex	Aluminum	Abstract Art	Multi	Standard
tinskinz-geometric-28	TinSkinz Geometric 28	Pre-designed tin with abstract art design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 28_Front.png	TinSkinz		TS-GEOMETRIC-28	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-abstract-art	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 28_Back.png	adult	unisex	Aluminum	Abstract Art	Multi	Standard
tinskinz-geometric-29	TinSkinz Geometric 29	Pre-designed tin with abstract art design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 29_Front.png	TinSkinz		TS-GEOMETRIC-29	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-abstract-art	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 29_Back.png	adult	unisex	Aluminum	Abstract Art	Multi	Standard
tinskinz-geometric-30	TinSkinz Geometric 30	Pre-designed tin with abstract art design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 30_Front.png	TinSkinz		TS-GEOMETRIC-30	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-abstract-art	https://buyprintz.com/assets/tin-skinz/designs/Abstract-Art/Abstract Art/Geometric 30_Back.png	adult	unisex	Aluminum	Abstract Art	Multi	Standard
